incident_id,facility_id,location,incident_datetime,incident_type,description,equipment_id,hazard_id,involved_employee_id,involved_contractor_id,injury_status,potential_consequence,initial_severity,immediate_action,investigation_status,root_cause_category,related_risk_register_id,reported_by_employee_id,reported_at,closure_status,closed_date
INC-0144,FAC-005,"Industrial Boiler area, FAC-005",2025-08-02 18:45:00,Near Miss,Forklift operator narrowly avoided a pedestrian near Industrial Boiler traffic lane.,EQ-0041,HAZ-0098,EMP-0046,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Training,RISK-0054,EMP-0048,2025-08-02 20:45:00,Closed,2025-08-31
INC-0145,FAC-005,"Industrial Boiler area, FAC-005",2025-05-03 16:00:00,Unsafe Condition,Sound level survey near Industrial Boiler exceeded the facility action level without hearing protection in use.,EQ-0046,HAZ-0100,EMP-0050,,None,Hearing loss,Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Human Error,,EMP-0050,2025-05-03 16:00:00,Closed,2025-05-25
INC-0146,FAC-005,"Industrial Boiler area, FAC-005",2025-04-08 14:30:00,Unsafe Condition,Sound level survey near Industrial Boiler exceeded the facility action level without hearing protection in use.,EQ-0046,HAZ-0100,EMP-0049,,None,Hearing loss,Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Inadequate Maintenance,,EMP-0044,2025-04-08 20:30:00,Closed,2025-05-15
INC-0147,FAC-006,"Industrial Boiler area, FAC-006",2025-03-07 18:30:00,Near Miss,Forklift operator narrowly avoided a pedestrian near Industrial Boiler traffic lane.,EQ-0049,HAZ-0122,,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Communication Breakdown,,EMP-0053,2025-03-07 22:30:00,Closed,2025-03-30
INC-0148,FAC-006,"CNC Machining Center area, FAC-006",2026-04-06 19:15:00,Injury,Small chemical splash occurred during transfer near CNC Machining Center; PPE limited exposure.,EQ-0050,HAZ-0131,EMP-0054,,First Aid Only,Skin/respiratory irritation or burn,Medium,First aid administered; area secured; supervisor notified.,Completed,Design Deficiency,RISK-0069,EMP-0052,2026-04-06 19:15:00,Closed,2026-05-04
INC-0149,FAC-006,"Punch Press area, FAC-006",2026-07-25 15:15:00,Injury,Worker was struck by an ejected part from Punch Press during operation.,EQ-0052,HAZ-0123,,,Minor Injury - Treated Offsite,Head or upper body injury,Low,First aid administered; area secured; supervisor notified.,Completed,Equipment Failure,,EMP-0057,2026-07-25 19:15:00,Open,
INC-0150,FAC-006,"Hydraulic Press area, FAC-006",2025-12-22 10:45:00,Unsafe Condition,Technician opened the electrical panel on Hydraulic Press without confirming de-energization.,EQ-0054,HAZ-0124,,,None,Electrical shock or arc flash burn,Medium,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Human Error,RISK-0065,EMP-0055,2025-12-22 10:45:00,Closed,2026-01-23
INC-0151,FAC-006,"Industrial Boiler area, FAC-006",2025-01-22 22:45:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0049,HAZ-0129,EMP-0060,,Minor Injury - Treated Offsite,Heat exhaustion or heat stroke,Low,First aid administered; area secured; supervisor notified.,Completed,Inadequate Training,RISK-0081,EMP-0059,2025-01-23 01:45:00,Closed,2025-02-19
INC-0152,FAC-006,"Punch Press area, FAC-006",2026-08-23 13:00:00,Injury,A component fell from overhead storage near Punch Press.,EQ-0052,HAZ-0123,EMP-0051,,First Aid Only,Head or upper body injury,Medium,First aid administered; area secured; supervisor notified.,Not Started,,,EMP-0059,2026-08-23 13:00:00,Open,
INC-0153,FAC-006,"housekeeping / walkway obstruction area, FAC-006",2025-09-29 19:30:00,Unsafe Condition,Pallets stored in the designated walkway near housekeeping / walkway obstruction created an obstruction.,,HAZ-0120,EMP-0055,,None,"Slip, trip, or fall injury",High,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Human Error,,EMP-0051,2025-09-29 23:30:00,Closed,2025-11-02
INC-0154,FAC-006,"CNC Machining Center area, FAC-006",2025-08-02 16:30:00,Unsafe Condition,LOTO device was found removed from CNC Machining Center while work was still in progress.,EQ-0050,HAZ-0117,EMP-0056,,None,Severe injury during equipment servicing,Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Procedural Non-Compliance,RISK-0092,EMP-0056,2025-08-02 22:30:00,Closed,2025-08-22
INC-0155,FAC-006,"fall / working at height area, FAC-006",2026-04-02 08:45:00,Near Miss,Elevated access near fall / working at height was performed without fall protection in use.,,HAZ-0125,EMP-0055,,None,Fall injury or fatality,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Human Error,RISK-0053,EMP-0058,2026-04-02 12:45:00,Closed,2026-05-12
INC-0156,FAC-006,"Industrial Boiler area, FAC-006",2026-06-04 11:00:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0049,HAZ-0129,,,Minor Injury - Treated Offsite,Heat exhaustion or heat stroke,Low,First aid administered; area secured; supervisor notified.,Completed,Inadequate Training,RISK-0081,EMP-0060,2026-06-04 15:00:00,Closed,2026-07-07
INC-0157,FAC-006,"Industrial Boiler area, FAC-006",2026-01-03 07:45:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0049,HAZ-0129,,,Recordable Injury,Heat exhaustion or heat stroke,Low,First aid administered; area secured; supervisor notified.,Completed,Inadequate Engineering Control,RISK-0081,EMP-0057,2026-01-03 09:45:00,Closed,2026-01-28
INC-0158,FAC-006,"Hydraulic Press area, FAC-006",2025-01-19 17:30:00,Property Damage,Forklift operator narrowly avoided a pedestrian near Hydraulic Press traffic lane.,EQ-0054,HAZ-0122,EMP-0053,,None,Struck-by injury or property damage,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Communication Breakdown,,EMP-0059,2025-01-19 19:30:00,Closed,2025-02-18
INC-0159,FAC-006,"Hydraulic Press area, FAC-006",2025-06-21 10:45:00,Near Miss,Hot work performed near Hydraulic Press ignited nearby debris; extinguished immediately.,EQ-0055,HAZ-0119,,,None,Burn injury or facility damage,Critical,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Training,RISK-0068,EMP-0051,2025-06-21 14:45:00,Closed,2025-07-26
INC-0160,FAC-006,"electrical hazard / arc flash area, FAC-006",2025-08-04 21:15:00,Unsafe Condition,Exposed wiring was identified on electrical hazard / arc flash during a routine walk-through.,,HAZ-0124,EMP-0056,,None,Electrical shock or arc flash burn,High,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Communication Breakdown,RISK-0065,EMP-0057,2025-08-05 00:15:00,Closed,2025-08-26
INC-0161,FAC-006,"CNC Machining Center area, FAC-006",2025-06-27 21:30:00,Near Miss,Employee reported skin irritation after contact with cleaning solvent near CNC Machining Center.,EQ-0050,HAZ-0131,EMP-0060,,None,Skin/respiratory irritation or burn,Critical,Work paused; area inspected; supervisor and EHS notified.,Completed,Time Pressure / Production Pressure,RISK-0069,EMP-0059,2025-06-27 22:30:00,Closed,2025-08-06
INC-0162,FAC-006,"Forklift (Electric) area, FAC-006",2026-02-05 08:30:00,Near Miss,Pallets stored in the designated walkway near Forklift (Electric) created an obstruction.,EQ-0051,HAZ-0120,EMP-0059,,None,"Slip, trip, or fall injury",Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Equipment Failure,,EMP-0053,2026-02-05 13:30:00,Closed,2026-03-13
INC-0163,FAC-006,"housekeeping / walkway obstruction area, FAC-006",2025-10-19 11:45:00,Unsafe Condition,Pallets stored in the designated walkway near housekeeping / walkway obstruction created an obstruction.,,HAZ-0126,,,None,"Slip, trip, or fall injury",Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Inadequate Engineering Control,RISK-0056,EMP-0058,2025-10-19 11:45:00,Closed,2025-11-21
INC-0164,FAC-006,"Forklift (Electric) area, FAC-006",2025-01-08 15:30:00,Near Miss,Technician opened the electrical panel on Forklift (Electric) without confirming de-energization.,EQ-0051,HAZ-0124,EMP-0054,,None,Electrical shock or arc flash burn,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Training,RISK-0065,EMP-0059,2025-01-08 15:30:00,Closed,2025-02-14
INC-0165,FAC-006,"Hydraulic Press area, FAC-006",2025-02-16 20:30:00,Near Miss,Worker's hand came close to a nip point on Hydraulic Press while clearing a jam.,EQ-0055,HAZ-0114,EMP-0057,,None,Crush injury or amputation,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Human Error,,EMP-0054,2025-02-16 20:30:00,Closed,2025-03-28
INC-0166,FAC-006,"Hydraulic Press area, FAC-006",2026-01-05 08:45:00,Near Miss,Elevated access near Hydraulic Press was performed without fall protection in use.,EQ-0054,HAZ-0116,,,None,Fall injury or fatality,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Communication Breakdown,,EMP-0052,2026-01-05 12:45:00,Closed,2026-02-13
INC-0167,FAC-006,"Standby Generator area, FAC-006",2025-01-28 22:00:00,Near Miss,Forklift struck a storage rack while maneuvering near Standby Generator; minor property damage.,EQ-0053,HAZ-0122,,,None,Struck-by injury or property damage,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Design Deficiency,,EMP-0055,2025-01-29 01:00:00,Closed,2025-03-06
INC-0168,FAC-006,"Punch Press area, FAC-006",2026-08-09 17:30:00,Injury,Worker was struck by an ejected part from Punch Press during operation.,EQ-0052,HAZ-0123,EMP-0060,,First Aid Only,Head or upper body injury,Low,First aid administered; area secured; supervisor notified.,In Progress,,,EMP-0058,2026-08-09 21:30:00,Open,
INC-0169,FAC-006,"Industrial Boiler area, FAC-006",2025-03-06 07:45:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0049,HAZ-0129,,,Minor Injury - Treated Offsite,Heat exhaustion or heat stroke,Medium,First aid administered; area secured; supervisor notified.,Completed,Time Pressure / Production Pressure,RISK-0081,EMP-0051,2025-03-06 10:45:00,Closed,2025-04-08
INC-0170,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2026-03-29 16:00:00,Near Miss,A component fell from overhead storage near Ventilation / Dust Collection System.,EQ-0066,HAZ-0146,EMP-0069,,None,Head or upper body injury,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Equipment Failure,,EMP-0067,2026-03-29 18:00:00,Closed,2026-04-23
INC-0171,FAC-007,"Robotic Welding Arm area, FAC-007",2026-08-14 12:15:00,Property Damage,Forklift operator narrowly avoided a pedestrian near Robotic Welding Arm traffic lane.,EQ-0061,HAZ-0137,,,None,Struck-by injury or property damage,High,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Inadequate Training,,EMP-0070,2026-08-14 12:15:00,Closed,2026-08-27
INC-0172,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2025-05-17 07:15:00,Property Damage,Coolant leak from Ventilation / Dust Collection System required an environmental spill response.,EQ-0063,HAZ-0135,EMP-0062,,None,Environmental contamination,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Inadequate Engineering Control,RISK-0062,EMP-0070,2025-05-17 11:15:00,Closed,2025-06-25
INC-0173,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2025-09-07 09:45:00,Property Damage,Coolant leak from Ventilation / Dust Collection System required an environmental spill response.,EQ-0063,HAZ-0135,EMP-0063,,None,Environmental contamination,Medium,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Inadequate Maintenance,RISK-0062,EMP-0062,2025-09-07 11:45:00,Closed,2025-09-28
INC-0174,FAC-007,"Robotic Welding Arm area, FAC-007",2026-08-07 17:00:00,Near Miss,Pallets stored in the designated walkway near Robotic Welding Arm created an obstruction.,EQ-0061,HAZ-0134,EMP-0064,,None,"Slip, trip, or fall injury",Critical,Work paused; area inspected; supervisor and EHS notified.,In Progress,,,EMP-0070,2026-08-07 17:00:00,Open,
INC-0175,FAC-007,"Robotic Welding Arm area, FAC-007",2025-09-21 21:00:00,Near Miss,Forklift struck a storage rack while maneuvering near Robotic Welding Arm; minor property damage.,EQ-0061,HAZ-0137,,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Engineering Control,,EMP-0067,2025-09-22 00:00:00,Closed,2025-10-15
INC-0176,FAC-007,"Robotic Welding Arm area, FAC-007",2026-07-17 12:30:00,Near Miss,Forklift struck a storage rack while maneuvering near Robotic Welding Arm; minor property damage.,EQ-0061,HAZ-0137,EMP-0064,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Time Pressure / Production Pressure,,EMP-0068,2026-07-17 16:30:00,Closed,2026-08-15
INC-0177,FAC-007,"Robotic Welding Arm area, FAC-007",2026-08-20 11:00:00,Injury,Operator found the point-of-operation guard on Robotic Welding Arm propped open during jam-clearing.,EQ-0061,HAZ-0144,EMP-0064,,Minor Injury - Treated Offsite,Amputation or crush injury,Low,First aid administered; area secured; supervisor notified.,In Progress,,RISK-0095,EMP-0067,2026-08-20 13:00:00,Open,
INC-0178,FAC-007,"Robotic Welding Arm area, FAC-007",2026-01-20 14:15:00,Near Miss,LOTO device was found removed from Robotic Welding Arm while work was still in progress.,EQ-0062,HAZ-0142,,,None,Severe injury during equipment servicing,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Engineering Control,RISK-0074,EMP-0067,2026-01-20 15:15:00,Closed,2026-02-22
INC-0179,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2025-11-24 14:15:00,Unsafe Condition,LOTO device was found removed from Ventilation / Dust Collection System while work was still in progress.,EQ-0063,HAZ-0141,,,None,Severe injury during equipment servicing,Critical,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Time Pressure / Production Pressure,RISK-0078,EMP-0066,2025-11-24 16:15:00,Closed,2025-12-19
INC-0180,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2025-11-14 15:00:00,Injury,Operator reported repetitive strain after an extended shift at Ventilation / Dust Collection System.,EQ-0063,HAZ-0132,EMP-0064,,First Aid Only,Musculoskeletal injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Human Error,RISK-0070,EMP-0063,2025-11-14 17:00:00,Closed,2025-12-18
INC-0181,FAC-007,"Robotic Welding Arm area, FAC-007",2025-07-01 07:15:00,Near Miss,Technician began servicing Robotic Welding Arm before verifying zero energy state.,EQ-0061,HAZ-0149,,,None,Severe injury during equipment servicing,Critical,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Maintenance,RISK-0071,EMP-0064,2025-07-01 13:15:00,Closed,2025-07-26
INC-0182,FAC-007,"Standby Generator area, FAC-007",2026-01-09 15:45:00,Near Miss,A component fell from overhead storage near Standby Generator.,EQ-0064,HAZ-0146,,,None,Head or upper body injury,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Maintenance,,EMP-0070,2026-01-09 19:45:00,Closed,2026-02-09
INC-0183,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2026-05-12 11:15:00,Environmental,Coolant leak from Ventilation / Dust Collection System required an environmental spill response.,EQ-0063,HAZ-0135,EMP-0067,,None,Environmental contamination,Critical,Spill contained with on-site kit; EHS and environmental compliance notified.,Completed,Inadequate Maintenance,RISK-0062,EMP-0061,2026-05-12 13:15:00,Closed,2026-06-18
INC-0184,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2026-07-08 15:45:00,Injury,Operator reported repetitive strain after an extended shift at Ventilation / Dust Collection System.,EQ-0063,HAZ-0132,EMP-0063,,Minor Injury - Treated Offsite,Musculoskeletal injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Time Pressure / Production Pressure,RISK-0070,EMP-0067,2026-07-08 20:45:00,Closed,2026-07-30
INC-0185,FAC-007,"CNC Machining Center area, FAC-007",2025-08-27 08:00:00,Property Damage,Forklift operator narrowly avoided a pedestrian near CNC Machining Center traffic lane.,EQ-0058,HAZ-0143,EMP-0069,,None,Struck-by injury or property damage,High,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Procedural Non-Compliance,RISK-0052,EMP-0068,2025-08-27 11:00:00,Closed,2025-09-25
INC-0186,FAC-007,"Robotic Welding Arm area, FAC-007",2026-05-17 10:45:00,Unsafe Condition,LOTO device was found removed from Robotic Welding Arm while work was still in progress.,EQ-0061,HAZ-0149,EMP-0070,,None,Severe injury during equipment servicing,High,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Inadequate Training,RISK-0071,EMP-0068,2026-05-17 12:45:00,Closed,2026-06-12
INC-0187,FAC-007,"Robotic Welding Arm area, FAC-007",2025-10-30 07:45:00,Near Miss,Forklift operator narrowly avoided a pedestrian near Robotic Welding Arm traffic lane.,EQ-0061,HAZ-0137,,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Human Error,,EMP-0068,2025-10-30 09:45:00,Closed,2025-12-03
INC-0188,FAC-007,"Robotic Welding Arm area, FAC-007",2026-02-19 15:00:00,Property Damage,Hydraulic fluid leak from Robotic Welding Arm reached the floor drain before containment.,EQ-0062,HAZ-0133,EMP-0068,,None,Environmental contamination,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Communication Breakdown,,EMP-0061,2026-02-19 19:00:00,Closed,2026-03-24
INC-0189,FAC-007,"Ventilation / Dust Collection System area, FAC-007",2026-06-17 08:15:00,Unsafe Condition,Technician began servicing Ventilation / Dust Collection System before verifying zero energy state.,EQ-0063,HAZ-0141,EMP-0061,,None,Severe injury during equipment servicing,Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Time Pressure / Production Pressure,RISK-0078,EMP-0064,2026-06-17 10:15:00,Closed,2026-07-09
INC-0190,FAC-007,"CNC Machining Center area, FAC-007",2025-10-27 06:45:00,Unsafe Condition,Sound level survey near CNC Machining Center exceeded the facility action level without hearing protection in use.,EQ-0058,HAZ-0138,EMP-0070,,None,Hearing loss,Critical,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Design Deficiency,RISK-0085,EMP-0068,2025-10-27 08:45:00,Closed,2025-11-17
INC-0191,FAC-007,"Hydraulic Press area, FAC-007",2025-01-08 13:30:00,Injury,"Interlock on Hydraulic Press was bypassed, allowing operation with the guard door open.",EQ-0065,HAZ-0145,EMP-0065,,First Aid Only,Amputation or crush injury,Low,First aid administered; area secured; supervisor notified.,Completed,Inadequate Maintenance,RISK-0067,EMP-0061,2025-01-08 19:30:00,Closed,2025-01-28
INC-0192,FAC-007,"Robotic Welding Arm area, FAC-007",2025-09-13 21:30:00,Unsafe Condition,LOTO device was found removed from Robotic Welding Arm while work was still in progress.,EQ-0061,HAZ-0149,EMP-0062,,None,Severe injury during equipment servicing,Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Design Deficiency,RISK-0071,EMP-0067,2025-09-14 00:30:00,Closed,2025-10-09
